file,name,bytes,mb,mb_lbl
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_1000__2.netcdf,simple_stan_1000__2,204696,0.204696,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_1000__3.netcdf,simple_stan_1000__3,204254,0.204254,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_1000__4.netcdf,simple_stan_1000__4,203549,0.203549,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_1000__5.netcdf,simple_stan_1000__5,207152,0.207152,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_1000__6.netcdf,simple_stan_1000__6,206314,0.206314,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_1000__7.netcdf,simple_stan_1000__7,205693,0.205693,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_1000__8.netcdf,simple_stan_1000__8,204557,0.204557,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_1000__9.netcdf,simple_stan_1000__9,205545,0.205545,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_100__1.netcdf,simple_stan_100__1,210661,0.210661,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_100__10.netcdf,simple_stan_100__10,211265,0.211265,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_100__2.netcdf,simple_stan_100__2,211154,0.211154,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_100__3.netcdf,simple_stan_100__3,211428,0.211428,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_100__4.netcdf,simple_stan_100__4,211266,0.211266,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_100__5.netcdf,simple_stan_100__5,211627,0.211627,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_100__6.netcdf,simple_stan_100__6,211137,0.211137,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_100__7.netcdf,simple_stan_100__7,211276,0.211276,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_100__8.netcdf,simple_stan_100__8,211483,0.211483,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_100__9.netcdf,simple_stan_100__9,211398,0.211398,0 MB
